YEAR,DATE,TIME,STREET1,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,PASSENGER,SPEEDING,REDLIGHT,ALCOHOL,DISABILITY,DIVISION,Record_ID
2022,2022/02/04,1623,SHEPPARD AVE E,Major Arterial,North York,43.761584,-79.41006,Mid-Block,Non Intersection,No Control,Clear,Daylight,Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,True,False,True,False,False,False,False,False,False,False,D32,17602
2022,2022/07/02,42,ADELAIDE ST E,Major Arterial,Toronto and East York,43.650305,-79.378444,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,True,False,False,False,D52,17603
2021,2021/11/16,2330,BATHURST ST,Major Arterial,Toronto and East York,43.636386,-79.399692,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D14,17604
2021,2021/06/18,1550,LAWRENCE  AVE W,Major Arterial,Etobicoke York,43.700087,-79.516155,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,True,False,True,False,False,False,False,False,False,False,D12,17605
2021,2021/05/01,2217,KINGSTON  RD,Major Arterial,Scarborough,43.770541,-79.186832,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Major,False,False,True,False,False,False,False,False,False,False,D43,17606
2022,2022/09/13,730,SHEPPARD AVE E,Major Arterial,Scarborough,43.79803,-79.217654,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Minimal,False,False,True,False,False,True,False,False,False,False,D42,17607
2021,2021/05/03,1824,SPADINA  AVE,Major Arterial,Toronto and East York,43.655276,-79.398967,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,True,False,False,False,False,True,False,False,False,False,D52,17608
2022,2022/02/08,2039,BIRCHMOUNT ROAD,Minor Arterial,Scarborough,43.711009,-79.269771,Intersection,Intersection Related,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,True,False,True,False,False,False,False,False,False,False,D41,17609
2022,2022/07/02,42,ADELAIDE ST E,Major Arterial,Toronto and East York,43.650305,-79.378444,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,True,False,False,False,True,False,False,False,D52,17610
2021,2021/11/17,1856,LAKESHORE BLVD,Major Arterial,Etobicoke York,43.624141,-79.480495,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,None,True,False,True,False,False,False,False,False,False,False,D22,17611
2021,2021/06/18,1725,720 ARROW RD,Minor Arterial,North York,43.747069,-79.529887,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,60 to 64,Fatal,False,False,True,True,False,False,False,False,False,False,D31,17612
2022,2022/05/08,1915,ST CLAIR AVE W,Major Arterial,Etobicoke York,43.67171,-79.47108,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,False,False,True,False,False,True,True,True,False,False,D11,17613
2021,2021/11/17,1856,LAKESHORE BLVD,Major Arterial,Etobicoke York,43.624141,-79.480495,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,False,False,D22,17614
2022,2022/09/13,730,SHEPPARD AVE E,Major Arterial,Scarborough,43.79803,-79.217654,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minimal,False,False,True,False,False,True,False,False,False,False,D42,17615
2022,2022/07/02,1809,ADELAIDE ST W,Major Arterial,Toronto and East York,43.645659,-79.400592,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,45 to 49,None,False,True,False,False,True,False,False,False,False,False,D14,17616
2021,2021/06/18,1725,720 ARROW RD,Minor Arterial,North York,43.747069,-79.529887,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,30 to 34,None,False,False,True,True,False,False,False,False,False,False,D31,17617
2021,2021/06/18,1725,720 ARROW RD,Minor Arterial,North York,43.747069,-79.529887,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,65 to 69,None,False,False,True,True,False,False,False,False,False,False,D31,17618
2022,2022/02/08,2039,BIRCHMOUNT ROAD,Minor Arterial,Scarborough,43.711009,-79.269771,Intersection,Intersection Related,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,True,False,True,False,False,False,False,False,False,False,D41,17619
2021,2021/11/18,959,SHERBOURNE ST,Major Arterial,Toronto and East York,43.658221,-79.37099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,55 to 59,Minimal,True,False,False,False,True,False,False,False,False,False,D51,17620
2022,2022/09/13,730,SHEPPARD AVE E,Major Arterial,Scarborough,43.79803,-79.217654,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,False,False,True,False,False,True,False,False,False,False,D42,17621
2022,2022/07/02,1809,ADELAIDE ST W,Major Arterial,Toronto and East York,43.645659,-79.400592,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,False,True,False,False,True,False,False,False,False,False,D14,17622
2021,2021/05/03,1824,SPADINA  AVE,Major Arterial,Toronto and East York,43.655276,-79.398967,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,True,False,False,False,False,True,False,False,False,False,D52,17623
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Driver,40 to 44,None,False,False,True,False,False,True,False,False,False,False,D41,17624
2022,2022/02/10,700,WILLIAM R ALLEN RD,Major Arterial,North York,43.741763,-79.45425,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Truck Driver,25 to 29,None,False,False,True,False,True,False,False,True,False,False,D32,17625
2021,2021/06/19,2219,LAKE SHORE BLVD W,Major Arterial,Etobicoke York,43.589678,-79.545596,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,30 to 34,None,False,False,True,True,False,False,False,False,False,False,D22,17626
2022,2022/05/08,1915,ST CLAIR AVE W,Major Arterial,Etobicoke York,43.67171,-79.47108,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,False,False,True,False,False,True,True,True,False,False,D11,17627
2022,2022/09/14,1436,KING ST E,Major Arterial,Toronto and East York,43.649707,-79.374957,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Motorcycle Driver,20 to 24,Major,False,True,False,True,False,False,True,False,False,False,D51,17628
2021,2021/11/18,959,SHERBOURNE ST,Major Arterial,Toronto and East York,43.658221,-79.37099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,55 to 59,Fatal,True,False,False,False,True,False,False,False,False,False,D51,17629
2021,2021/05/03,1824,SPADINA  AVE,Major Arterial,Toronto and East York,43.655276,-79.398967,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,50 to 54,Minimal,True,False,False,False,False,True,False,False,False,False,D52,17630
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Driver,55 to 59,Major,False,False,True,False,False,True,False,False,False,False,D41,17632
2022,2022/02/10,700,WILLIAM R ALLEN RD,Major Arterial,North York,43.741763,-79.45425,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,False,False,True,False,True,False,False,True,False,False,D32,17633
2021,2021/06/19,2219,LAKE SHORE BLVD W,Major Arterial,Etobicoke York,43.589678,-79.545596,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,False,False,True,True,False,False,False,False,False,False,D22,17634
2022,2022/05/08,1915,ST CLAIR AVE W,Major Arterial,Etobicoke York,43.67171,-79.47108,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,None,False,False,True,False,False,True,True,True,False,False,D11,17635
2022,2022/09/14,1436,KING ST E,Major Arterial,Toronto and East York,43.649707,-79.374957,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,None,False,True,False,True,False,False,True,False,False,False,D51,17636
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,False,False,True,False,False,False,True,True,False,False,D31,17637
2022,2022/05/08,1915,ST CLAIR AVE W,Major Arterial,Etobicoke York,43.67171,-79.47108,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,False,False,True,False,False,True,True,True,False,False,D11,17639
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Passenger,45 to 49,Minor,False,False,True,False,False,True,False,False,False,False,D41,17640
2021,2021/06/21,1842,FINCH AVE E,Major Arterial,North York,43.780165,-79.413295,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,75 to 79,Major,False,False,True,False,False,True,False,False,False,False,D32,17641
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,False,False,True,False,False,False,True,True,False,False,D31,17643
2021,2021/11/29,1855,BURNHAMTHORPE RD,Major Arterial,Etobicoke York,43.648769,-79.528721,Intersection,At Intersection,Traffic Signal,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Minimal,False,False,True,False,False,False,True,True,False,False,D22,17645
2022,2022/05/10,1632,CONSILIUM PL,Minor Arterial,Scarborough,43.776595,-79.250499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,False,False,True,True,False,False,False,False,False,False,D43,17646
2021,2021/06/21,1842,FINCH AVE E,Major Arterial,North York,43.780165,-79.413295,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,60 to 64,Minor,False,False,True,False,False,True,False,False,False,False,D32,17647
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,None,False,False,True,False,False,False,True,True,False,False,D31,17649
2021,2021/11/29,1855,BURNHAMTHORPE RD,Major Arterial,Etobicoke York,43.648769,-79.528721,Intersection,At Intersection,Traffic Signal,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,False,False,True,False,False,False,True,True,False,False,D22,17651
2022,2022/05/10,1632,CONSILIUM PL,Minor Arterial,Scarborough,43.776595,-79.250499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,55 to 59,Major,False,False,True,True,False,False,False,False,False,False,D43,17652
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Passenger,75 to 79,Major,False,False,True,False,False,True,False,False,False,False,D41,17653
2021,2021/06/21,1842,FINCH AVE E,Major Arterial,North York,43.780165,-79.413295,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,75 to 79,Fatal,False,False,True,False,False,True,False,False,False,False,D32,17654
2022,2022/05/10,1728,ELLESMERE RD,Major Arterial,Scarborough,43.767852,-79.271076,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,D41,17658
2022,2022/02/12,1945,384 O CONNOR DR,Major Arterial,Toronto and East York,43.695937,-79.33755,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,Driver,40 to 44,None,False,False,False,False,False,True,False,False,False,False,D55,17660
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Passenger,0 to 4,None,False,False,True,False,False,True,False,False,False,False,D41,17661
2021,2021/06/21,1842,FINCH AVE E,Major Arterial,North York,43.780165,-79.413295,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,60 to 64,Minor,False,False,True,False,False,True,False,False,False,False,D32,17662
2022,2022/09/15,1032,EGLINTON AVE W,Major Arterial,Etobicoke York,43.68386,-79.51144,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Truck Driver,40 to 44,None,False,False,True,False,True,True,False,False,False,False,D22,17663
2022,2022/02/12,1945,384 O CONNOR DR,Major Arterial,Toronto and East York,43.695937,-79.33755,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,Passenger,65 to 69,Major,False,False,False,False,False,True,False,False,False,False,D55,17664
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,None,False,False,True,False,False,False,True,True,False,False,D31,17665
2022,2022/09/15,1032,EGLINTON AVE W,Major Arterial,Etobicoke York,43.68386,-79.51144,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Minor,False,False,True,False,True,True,False,False,False,False,D22,17666
2021,2021/11/30,1721,JANE STREET,Local,North York,43.653922,-79.486545,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,55 to 59,None,True,False,True,False,False,False,False,False,False,False,D11,17667
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Passenger,5 to 9,None,False,False,True,False,False,True,False,False,False,False,D41,17668
2021,2021/06/26,1004,HUNTINGWOOD DR,Minor Arterial,Scarborough,43.794505,-79.295528,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,55 to 59,Fatal,False,False,False,True,False,False,False,False,False,False,D42,17669
2022,2022/02/18,1144,BAY ST,Major Arterial,Etobicoke York,43.660742,-79.385814,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,True,False,True,False,False,False,False,False,False,False,D52,17670
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,False,False,True,False,False,False,True,True,False,False,D31,17671
2022,2022/05/10,1728,ELLESMERE RD,Major Arterial,Scarborough,43.767852,-79.271076,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,True,False,True,False,False,False,False,False,False,False,D41,17672
2022,2022/09/15,1032,EGLINTON AVE W,Major Arterial,Etobicoke York,43.68386,-79.51144,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,65 to 69,Major,False,False,True,False,True,True,False,False,False,False,D22,17673
2022,2022/09/15,1257,287 COLLEGE ST,Major Arterial,Toronto and East York,43.657664,-79.401332,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,20 to 24,None,False,True,False,False,True,False,False,False,False,False,D14,17674
2022,2022/07/03,2245,701 WARDEN AVE,Minor Arterial,Scarborough,43.710311,-79.280322,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Rear End,Driver,85 to 89,Fatal,False,False,True,False,False,True,False,False,False,False,D41,17675
2021,2021/07/02,1711,JANE ST,Major Arterial,Toronto and East York,43.658278,-79.488101,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,30 to 34,None,True,False,True,False,False,True,False,False,False,False,D11,17676
2022,2022/02/18,1144,BAY ST,Major Arterial,Etobicoke York,43.660742,-79.385814,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,80 to 84,None,True,False,True,False,False,False,False,False,False,False,D52,17677
2021,2021/05/10,1752,WESTON  RD,Major Arterial,Etobicoke York,43.770209,-79.546481,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,False,False,True,False,False,False,True,True,False,False,D31,17678
2022,2022/05/11,1455,NORTH QUEEN ST,Minor Arterial,Etobicoke York,43.616034,-79.556918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,80 to 84,Major,False,False,True,False,False,False,False,False,False,False,D22,17679
2021,2021/11/30,1721,JANE STREET,Local,North York,43.653922,-79.486545,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,SMV Other,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D11,17680
2021,2021/05/12,1040,LAWRENCE AVE E,Local,Scarborough,43.788428,-79.122974,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,True,False,False,False,False,False,False,False,False,False,D43,17681
2022,2022/09/15,1257,287 COLLEGE ST,Major Arterial,Toronto and East York,43.657664,-79.401332,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,False,False,True,False,False,False,False,False,D14,17682
2022,2022/07/04,2145,LAKE SHORE BV W,Major Arterial,Toronto and East York,43.632376,-79.410892,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Motorcycle Driver,20 to 24,Major,False,False,True,True,False,False,True,False,False,False,D14,17683
2021,2021/07/02,1711,JANE ST,Major Arterial,Toronto and East York,43.658278,-79.488101,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Passenger,55 to 59,None,True,False,True,False,False,True,False,False,False,False,D11,17684
2022,2022/07/04,2145,LAKE SHORE BV W,Major Arterial,Toronto and East York,43.632376,-79.410892,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,30 to 34,None,False,False,True,True,False,False,True,False,False,False,D14,17685
2022,2022/05/13,2210,SALINAS CRT,Local,Toronto and East York,43.70048,-79.449024,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Moped Driver,35 to 39,Fatal,False,True,False,True,False,False,False,False,False,False,D13,17686
2021,2021/12/01,1130,SEATON ST,Local,Toronto and East York,43.657489,-79.368999,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,30 to 34,Major,False,False,True,False,False,False,True,False,False,False,D51,17687
2021,2021/05/12,1040,LAWRENCE AVE E,Local,Scarborough,43.788428,-79.122974,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,True,False,False,False,False,False,False,False,False,False,D43,17688
2022,2022/09/16,120,DON VALLEY PKWY N,Expressway,Toronto and East York,43.666567,-79.356319,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,25 to 29,Major,False,False,False,True,False,False,True,False,False,False,D55,17689
2022,2022/02/22,2350,484 WILSON HEIGHTS BLVD,Minor Arterial,North York,43.746848,-79.454181,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,False,False,True,False,False,False,False,False,False,False,D32,17690
2022,2022/07/06,1945,KING ST W,Major Arterial,Toronto and East York,43.638579,-79.428821,Intersection,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,True,False,True,False,False,False,False,False,False,False,D14,17691
2021,2021/05/12,1134,1190 WESTON  RD,Minor Arterial,Etobicoke York,43.687628,-79.491267,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,True,False,True,False,False,False,False,False,False,False,D12,17692
2021,2021/07/02,1711,JANE ST,Major Arterial,Toronto and East York,43.658278,-79.488101,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Pedestrian,60 to 64,Major,True,False,True,False,False,True,False,False,False,False,D11,17693
2021,2021/12/03,1325,TOWER DR,Local,Scarborough,43.747439,-79.299724,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,Driver,80 to 84,Fatal,False,False,True,False,False,False,False,False,False,False,D41,17694
2022,2022/09/18,150,F G GARDINER XY  E,Expressway,Toronto and East York,43.648947,-79.355068,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,30 to 34,Major,False,False,False,True,False,True,True,False,False,False,D51,17695
2021,2021/12/03,1826,REXDALE BLVD,Major Arterial,Etobicoke York,43.716525,-79.592579,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,False,False,False,False,False,False,False,False,D23,17696
2022,2022/02/25,2216,BAYVIEW AV,Major Arterial,North York,43.702994,-79.374103,Intersection,Intersection Related,Traffic Signal,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,True,False,True,False,False,False,False,False,False,False,D53,17697
2022,2022/05/14,2045,151 CHERRY ST,Collector,Toronto and East York,43.639537,-79.347293,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Loose Sand or Gravel,Non-Fatal Injury,SMV Other,Motorcycle Driver,60 to 64,Minor,False,False,False,True,False,True,True,False,False,False,D51,17698
2022,2022/07/06,1945,KING ST W,Major Arterial,Toronto and East York,43.638579,-79.428821,Intersection,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,False,False,D14,17699
2021,2021/05/12,1134,1190 WESTON  RD,Minor Arterial,Etobicoke York,43.687628,-79.491267,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,True,False,True,False,False,False,False,False,False,False,D12,17700
2021,2021/07/03,1440,RIPLEY AV,Minor Arterial,Toronto and East York,43.636767,-79.475078,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,None,False,False,True,True,False,False,False,False,False,False,D11,17701
2022,2022/09/18,150,F G GARDINER XY  E,Expressway,Toronto and East York,43.648947,-79.355068,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Passenger,30 to 34,Major,False,False,False,True,False,True,True,False,False,False,D51,17702
2021,2021/12/07,1904,BATHURST ST [N/B],Major Arterial,Toronto and East York,43.659797,-79.409069,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,True,False,True,False,False,False,False,False,False,False,D14,17703
2022,2022/05/14,2045,151 CHERRY ST,Collector,Toronto and East York,43.639537,-79.347293,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Loose Sand or Gravel,Non-Fatal Injury,SMV Other,Motorcycle Passenger,75 to 79,Major,False,False,False,True,False,True,True,False,False,False,D51,17704
2022,2022/07/07,1605,KEELE ST,Major Arterial,North York,43.767241,-79.492,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,55 to 59,None,False,True,False,False,True,False,False,False,False,False,D31,17705
2022,2022/02/25,2216,BAYVIEW AV,Major Arterial,North York,43.702994,-79.374103,Intersection,Intersection Related,Traffic Signal,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,True,False,True,False,False,False,False,False,False,False,D53,17706
2021,2021/05/12,1409,DON VALLEY PARKWAY  N,Expressway,North York,43.722068,-79.329791,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,False,False,True,False,False,True,False,False,False,False,D55,17707
2021,2021/07/03,1440,RIPLEY AV,Minor Arterial,Toronto and East York,43.636767,-79.475078,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,False,False,True,True,False,False,False,False,False,False,D11,17708
2022,2022/09/19,627,BAYVIEW AVE,Major Arterial,North York,43.726691,-79.381511,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,75 to 79,Minor,False,False,True,False,False,True,False,False,False,False,D53,17709
2021,2021/12/07,1904,BATHURST ST [N/B],Major Arterial,Toronto and East York,43.659797,-79.409069,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,True,False,True,False,False,False,False,False,False,False,D14,17710
